user_id,sex,age,recent_cold,hexaco.A,hexaco.C,hexaco.E,hexaco.H,hexaco.O,hexaco.X,img,pd,PVDga,PVDpi,recency,WFD,WFN,WMD,WMN,recency.z,PVDga.z,PVDpi.z,img.z,pd.z
105,NA,NA,not recent,4.1,4.5,3.1,3.9,3.1,3.1,1.8571428571428572,3.4285714285714284,2.25,2.857142857142857,1,1.5,1,1.7,1,-1.4669114746506233,-1.4487548926327727,-0.6193119878427958,-2.1316712292126927,-1.647605610119982
106,NA,NA,recent,2.5,3.9,3.6,3.1,3.3,3,4,6.142857142857143,5.375,4.857142857142857,7,3.3,1,2.8,1,2.133384100884664,1.3707622783508377,0.9457925777518398,-0.28854282196397785,1.2137885804430972
107,NA,NA,recent,2.6,4.3,3.6,3.3,2.5,3.6,5.714285714285714,4.857142857142857,4.625,4.714285714285714,5.25,2.3,1,2.3,1,1.0832978913535385,0.6940781573147713,0.8339993944950804,1.1859599038349944,-0.14160866771836197
108,NA,NA,not recent,2.4,4.7,3.9,3.3,3.3,3.7,5.857142857142857,5.714285714285714,7,1.2857142857142858,3.75,1,1,1.1,1,0.1832239974697167,2.8369112072623155,-1.8490370036671528,1.3088351309849082,0.7619894977226108
109,NA,NA,not recent,3.8,3.3,2.9,3.4,4.3,2.8,3.4285714285714284,3.857142857142857,3,3.857142857142857,1.5,2.1,1.6,2.2,1.5,-1.1668868433560162,-0.7720707715967062,0.16324029495452214,-0.7800437305636353,-1.1958065273994958
110,NA,NA,not recent,3.5,4.5,3.1,3.3,4.3,4.9,4.142857142857143,5.714285714285714,3.5,1,1,1.6,1,1.6,1,-1.4669114746506233,-0.3209480242393285,-2.072623370180672,-0.16566759481406318,0.7619894977226108
111,NA,NA,recent,3.5,4,4,2.1,3.1,4.1,3.7142857142857144,5.571428571428571,3.25,3.2857142857142856,3.75,4.5,1,4.4,1.3,0.1832239974697167,-0.5465093979180173,-0.28393243807251684,-0.5342932762638064,0.6113898034824484
112,NA,NA,recent,2.8,4.4,5,3.2,3.9,3.2,4.428571428571429,5.714285714285714,5,2.857142857142857,4,1.9,1.2,1.9,1,0.33323631311702034,1.0324202178328046,-0.6193119878427958,0.08008285948576539,0.7619894977226108
113,NA,NA,not recent,3.1,3.5,3.3,3.4,3.6,2.4,5.428571428571429,4.714285714285714,3.375,4.714285714285714,3.5,1,1,1,1,0.033211681822413054,-0.4337287110786729,0.8339993944950804,0.9402094495351657,-0.29220836195852345
114,NA,NA,recent,3.6,2.6,3.1,3.8,4.3,3,3,4.285714285714286,3.625,3.2857142857142856,6,3.2,1,2.6,1,1.5333348382954495,-0.20816733739998408,-0.28393243807251684,-1.1486694120133782,-0.7440074446790098
115,NA,NA,recent,2.6,3.7,3.7,3.2,4.2,3.5,3.2857142857142856,3.857142857142857,2.625,3.857142857142857,6.25,1.9,1.2,1.9,1.5,1.6833471539427531,-1.1104128321147395,0.16324029495452214,-0.9029189577135496,-1.1958065273994958
116,NA,NA,recent,3.7,4.5,4.1,4.1,3.4,3.9,4.714285714285714,4.714285714285714,4.25,5,4.5,2.8,1,3,1,0.6332609444116276,0.355736096796738,1.0575857610085997,0.32583331378559394,-0.29220836195852345
117,NA,NA,not recent,4,3.6,2.7,3.7,2.9,2.9,2.5714285714285716,4.714285714285714,3.5,3.2857142857142856,1.75,1.6,1,1.6,1.1,-1.0168745277087126,-0.3209480242393285,-0.28393243807251684,-1.517295093463121,-0.29220836195852345
118,NA,NA,recent,3,4.4,3.4,3.7,4.2,3.7,3,4.142857142857143,4.75,4.428571428571429,5.25,1.7,1,1.3,1,1.0832978913535385,0.8068588441541157,0.610413027981561,-1.1486694120133782,-0.8946071389191713
119,NA,NA,recent,3,4.7,3.2,3.7,3.6,4.2,3.7142857142857144,6,4.25,3.5714285714285716,5.5,1.1,1,1.2,1,1.2333102070008422,0.355736096796738,-0.06034607155899718,-0.5342932762638064,1.0631888862029348
120,NA,NA,not recent,3.8,3.3,3.6,3.6,3.6,3.3,2.4285714285714284,4.714285714285714,2.25,2.5714285714285716,1.75,1.6,1,1.7,1,-1.0168745277087126,-1.4487548926327727,-0.8428983543563151,-1.6401703206130356,-0.29220836195852345
121,NA,NA,recent,3.9,3.5,2.5,3.1,3.5,3.8,2.142857142857143,5.571428571428571,4.375,4,3.75,1.4,1,1.3,1,0.1832239974697167,0.46851678363608246,0.27503347821128177,-1.8859207749128641,0.6113898034824484
122,NA,NA,not recent,2.2,4.6,3.3,3.5,2.6,4.1,2.7142857142857144,4,3,5.857142857142857,4.5,1,1,1,1,0.6332609444116276,-0.7720707715967062,1.7283448605491576,-1.3944198663132068,-1.0452068331593338
123,NA,NA,recent,2.3,3.8,3.6,2.9,2.4,3.8,4.857142857142857,6,5.125,4.714285714285714,4.5,2.2,1,2.3,1.2,0.6332609444116276,1.145200904672149,0.8339993944950804,0.4487085409355078,1.0631888862029348
124,NA,NA,not recent,3,3.2,3.6,2.3,4.5,3.9,4.714285714285714,5.571428571428571,3.625,4.142857142857143,2,1.1,1,1.3,1,-0.8668622120614088,-0.20816733739998408,0.3868266614680418,0.32583331378559394,0.6113898034824484
125,NA,NA,recent,3.4,3.9,3,3,2.6,3.4,3.7142857142857144,4.428571428571429,3.25,2.2857142857142856,5,2.8,1.6,2.8,2.1,0.9332855757062349,-0.5465093979180173,-1.0664847208698347,-0.5342932762638064,-0.5934077504388474
126,NA,NA,recent,2.5,3.2,3,2.2,2.8,2.6,3.2857142857142856,4.857142857142857,4.75,5.142857142857143,5.75,2.3,2,2.5,2,1.3833225226481458,0.8068588441541157,1.1693789442653597,-0.9029189577135496,-0.14160866771836197
127,NA,NA,recent,2.6,3.5,2.8,3.3,2.9,2.7,5.714285714285714,5.571428571428571,4.75,4.571428571428571,4.5,2,1,2,1.4,0.6332609444116276,0.8068588441541157,0.7222062112383204,1.1859599038349944,0.6113898034824484
129,NA,NA,recent,2.6,3.2,3.2,3.5,2.9,2.1,4.285714285714286,4.857142857142857,4.5,4,5,1.2,1,1.4,1.1,0.9332855757062349,0.5812974704754269,0.27503347821128177,-0.04279236766414927,-0.14160866771836197
130,NA,NA,recent,3.1,3.8,4.4,3.2,2,3.6,5.571428571428571,5.857142857142857,4.375,4.857142857142857,5.25,4,1,4.2,1.6,1.0832978913535385,0.46851678363608246,0.9457925777518398,1.0630846766850797,0.9125891919627723
131,NA,NA,not recent,2.9,4,4.1,3.9,2.7,3,4.571428571428571,5.857142857142857,5.125,1.8571428571428572,2.25,1.7,1,1.6,1.4,-0.7168498964141051,1.145200904672149,-1.4018642706401139,0.2029580866356793,0.9125891919627723
132,NA,NA,not recent,3.5,3.9,3.3,3.5,2.2,3.2,4.285714285714286,4.571428571428571,2.125,3.4285714285714284,1,1,1,1,1,-1.4669114746506233,-1.561535579472117,-0.17213925481575718,-0.04279236766414927,-0.4428080561986859
133,NA,NA,recent,3.3,4.1,4,3.2,2.6,3.4,3.7142857142857144,4.857142857142857,4.5,2.2857142857142856,6.5,1,1,1,1,1.8333594695900568,0.5812974704754269,-1.0664847208698347,-0.5342932762638064,-0.14160866771836197
134,NA,NA,not recent,2,4.1,3.9,3.6,3.9,2.3,5,5.714285714285714,5.625,3.4285714285714284,2.5,3.9,1.7,3.4,1.7,-0.5668375807668016,1.5963236520295268,-0.17213925481575718,0.57158376808542255,0.7619894977226108
135,NA,NA,recent,3.2,3.2,3.2,3.2,2,2.8,5,5,4.125,2.5714285714285716,3.25,4.2,1.7,4.1,2.6,-0.11680063382489059,0.24295540995739362,-0.8428983543563151,0.57158376808542255,0.008991026521800477
136,NA,NA,recent,2.8,2.2,2.9,2.8,3.8,3.2,5.571428571428571,5.857142857142857,4.5,3.2857142857142856,6.5,1.3,1,1.3,1,1.8333594695900568,0.5812974704754269,-0.28393243807251684,1.0630846766850797,0.9125891919627723
137,NA,NA,recent,2.7,3.3,4.1,2.5,2.5,3.2,5.428571428571429,5.285714285714286,5,3.5714285714285716,5.25,2.5,1.3,2.3,1.4,1.0832978913535385,1.0324202178328046,-0.06034607155899718,0.9402094495351657,0.3101904150021244
138,NA,NA,not recent,2.7,3.5,3.2,3.5,2.6,3.4,5.428571428571429,5.857142857142857,5.5,5.857142857142857,1.75,3.2,1,3,1.4,-1.0168745277087126,1.4835429651901821,1.7283448605491576,0.9402094495351657,0.9125891919627723
139,NA,NA,recent,3.8,4.8,4.3,3.6,2.2,3.2,4.142857142857143,5.571428571428571,4.75,5.142857142857143,5.25,2.4,1,2.6,1,1.0832978913535385,0.8068588441541157,1.1693789442653597,-0.16566759481406318,0.6113898034824484
140,NA,NA,recent,2.9,4.6,4.5,3.8,4.2,1.7,5.571428571428571,5.571428571428571,3.5,4.142857142857143,6,1.3,1,1.7,1.2,1.5333348382954495,-0.3209480242393285,0.3868266614680418,1.0630846766850797,0.6113898034824484
141,NA,NA,recent,1.8,2.9,3.1,2.3,4.4,2.5,6,6.571428571428571,6,3.5714285714285716,6.25,2.5,1.5,2.7,2.8,1.6833471539427531,1.93466571254756,-0.06034607155899718,1.431710358134823,1.6655876631635826
142,NA,NA,recent,3,4.2,4.2,3.7,4.5,2.9,4.571428571428571,6.714285714285714,3.375,6.142857142857143,5.5,3.1,1.8,3.1,1.7,1.2333102070008422,-0.4337287110786729,1.9519312270626776,0.2029580866356793,1.816187357403745
144,NA,NA,not recent,4.1,2.8,4.5,3,3.7,3,5.142857142857143,5.714285714285714,1.625,4.428571428571429,4.5,2.8,1.5,2.6,2,0.6332609444116276,-2.0126583268294946,0.610413027981561,0.6944589952353372,0.7619894977226108
145,NA,NA,not recent,3.4,4.1,3.3,4,4.2,3.6,3.857142857142857,5.285714285714286,3,3.2857142857142856,1.25,1.1,1,1.1,1,-1.3168991590033197,-0.7720707715967062,-0.28393243807251684,-0.4114180491138921,0.3101904150021244
146,NA,NA,recent,2.5,3.3,4.1,2.7,3.1,3.6,5,5,4.125,4.714285714285714,4.5,3.3,1,3.5,1.8,0.6332609444116276,0.24295540995739362,0.8339993944950804,0.57158376808542255,0.008991026521800477
201,NA,NA,recent,3.4,3.8,3.5,3.6,4.8,2.5,5.428571428571429,4.857142857142857,2,5.857142857142857,5.25,1,1,1,1,1.0832978913535385,-1.6743162663114615,1.7283448605491576,0.9402094495351657,-0.14160866771836197
202,NA,NA,recent,1.9,4.7,3.1,2.9,3.8,2.6,5,5.428571428571429,4.875,1.8571428571428572,4,4.3,1.4,3.9,2.1,0.33323631311702034,0.9196395309934602,-1.4018642706401139,0.57158376808542255,0.46079010924228686
203,NA,NA,not recent,3.3,2.2,4.1,2.9,2.3,2.2,5,5.571428571428571,3.375,3.5714285714285716,1.75,1.8,1.6,2,2,-1.0168745277087126,-0.4337287110786729,-0.06034607155899718,0.57158376808542255,0.6113898034824484
204,NA,NA,recent,3.9,3.8,3.4,3.6,4.2,4.5,5,3.7142857142857144,2.5,3,4.5,2.1,1,2,1.7,0.6332609444116276,-1.223193518954084,-0.5075188045860362,0.57158376808542255,-1.3464062216396577
205,NA,NA,not recent,3.8,3.5,2.9,3.7,4.5,3.9,3.5714285714285716,4.285714285714286,3,2.857142857142857,1,2,1,1.8,1,-1.4669114746506233,-0.7720707715967062,-0.6193119878427958,-0.6571685034137207,-0.7440074446790098
206,NA,NA,not recent,3,3.6,3.5,3.5,3.7,3.2,3,3.7142857142857144,3.25,3.2857142857142856,2,2.3,1.3,2.2,1.9,-0.8668622120614088,-0.5465093979180173,-0.28393243807251684,-1.1486694120133782,-1.3464062216396577
207,NA,NA,recent,3.3,3.7,2.9,3,3.9,3.4,6.571428571428571,6.142857142857143,5.125,1.7142857142857142,1.5,6.8,3.8,6.9,3.2,-1.1668868433560162,1.145200904672149,-1.5136574538968737,1.92321126673448,1.2137885804430972
208,NA,NA,not recent,2.8,3,3.5,3.1,3.5,3.1,4.285714285714286,4.714285714285714,3,2.142857142857143,2.75,1.1,1,1.1,1,-0.4168252651194979,-0.7720707715967062,-1.1782779041265945,-0.04279236766414927,-0.29220836195852345
209,NA,NA,not recent,3,3.1,3.3,4.3,3.5,3.1,3.4285714285714284,4.142857142857143,3,4,4.5,1.4,1.5,1.9,1.8,0.6332609444116276,-0.7720707715967062,0.27503347821128177,-0.7800437305636353,-0.8946071389191713
210,NA,NA,not recent,2.8,3.6,2.3,3.8,4.3,1.7,4,5.428571428571429,3.125,4.285714285714286,1,1,1,1,1,-1.4669114746506233,-0.6592900847573617,0.4986198447248011,-0.28854282196397785,0.46079010924228686
211,NA,NA,not recent,2.7,2.8,3.9,4.1,3.6,3,4.571428571428571,4,5,6.142857142857143,2.25,1.9,1,2.1,1,-0.7168498964141051,1.0324202178328046,1.9519312270626776,0.2029580866356793,-1.0452068331593338
212,NA,NA,recent,4.4,2.7,1.9,4.1,3.9,2.7,4.142857142857143,5.285714285714286,4,3,1.75,2,1,1.9,1.3,-1.0168745277087126,0.1301747231180492,-0.5075188045860362,-0.16566759481406318,0.3101904150021244
213,NA,NA,recent,4,2.6,2.6,4.1,3.2,2.2,5,5.714285714285714,4.125,5.571428571428571,3.75,2.9,1.1,3.4,1.2,0.1832239974697167,0.24295540995739362,1.5047584940356384,0.57158376808542255,0.7619894977226108
214,NA,NA,recent,2.8,3.1,4.3,3.9,4.4,2.3,3.857142857142857,5.428571428571429,4.375,2.857142857142857,2.75,1.1,1,1.3,1,-0.4168252651194979,0.46851678363608246,-0.6193119878427958,-0.4114180491138921,0.46079010924228686
215,NA,NA,not recent,3.9,4.1,3.1,2.8,4.3,4.3,4.142857142857143,4.857142857142857,4.125,4.857142857142857,1,2.7,1,2.4,1,-1.4669114746506233,0.24295540995739362,0.9457925777518398,-0.16566759481406318,-0.14160866771836197
216,NA,NA,not recent,3.6,3.1,3.7,4,4,3.1,5.142857142857143,4.285714285714286,4.5,2.2857142857142856,2,1.9,1.5,2.1,1.9,-0.8668622120614088,0.5812974704754269,-1.0664847208698347,0.6944589952353372,-0.7440074446790098
217,NA,NA,recent,3.2,4.2,2.9,4.5,4.6,2.2,4,4.714285714285714,3.625,3.7142857142857144,6.75,1,1,1,1,1.9833717852373605,-0.20816733739998408,0.05144711169776247,-0.28854282196397785,-0.29220836195852345
218,NA,NA,not recent,2.7,3.4,3.5,4.2,3.5,2.9,3.2857142857142856,5.285714285714286,4.25,3.2857142857142856,3.25,2.7,1.4,2.4,2.5,-0.11680063382489059,0.355736096796738,-0.28393243807251684,-0.9029189577135496,0.3101904150021244
219,NA,NA,not recent,3.2,3.6,2.8,3.8,3.8,1.7,4.285714285714286,5.428571428571429,3.125,1.1428571428571428,4,1.5,1,1.4,1,0.33323631311702034,-0.6592900847573617,-1.9608301869239124,-0.04279236766414927,0.46079010924228686
220,NA,NA,not recent,2.9,4.4,2.6,3.6,4.7,3.8,4.285714285714286,4.571428571428571,4.25,2.142857142857143,1.75,2.6,1,2.1,1.1,-1.0168745277087126,0.355736096796738,-1.1782779041265945,-0.04279236766414927,-0.4428080561986859
221,NA,NA,recent,3.2,3.8,2.5,4.3,4.4,3.3,4.857142857142857,6.571428571428571,5.5,5.857142857142857,7,1,1,1,1,2.133384100884664,1.4835429651901821,1.7283448605491576,0.4487085409355078,1.6655876631635826
222,NA,NA,not recent,3.8,3.9,3.5,3.2,3,1.4,5.142857142857143,5,3.375,4,3.5,1,1,1,1,0.033211681822413054,-0.4337287110786729,0.27503347821128177,0.6944589952353372,0.008991026521800477
223,NA,NA,not recent,3.7,3.9,2.4,3.8,3.8,3.6,3.142857142857143,3.4285714285714284,5.25,2.857142857142857,2.5,1.1,1,1,1,-0.5668375807668016,1.2579815915114934,-0.6193119878427958,-1.025794184863464,-1.647605610119982
224,NA,NA,not recent,2.5,2.2,4.3,2.8,2.4,3.1,5.571428571428571,6.714285714285714,4.25,3.857142857142857,3.5,3.8,1,3.6,1,0.033211681822413054,0.355736096796738,0.16324029495452214,1.0630846766850797,1.816187357403745
225,NA,NA,recent,4,2.7,2.5,2.6,4.6,2.7,5.857142857142857,5,5.875,4,4,1.5,2.1,3.1,2.1,0.33323631311702034,1.8218850257082155,0.27503347821128177,1.3088351309849082,0.008991026521800477
226,NA,NA,recent,4.1,3.3,3.8,2.9,4.6,4.1,3.857142857142857,5.142857142857143,4.125,4.142857142857143,5.5,1,1,1,1,1.2333102070008422,0.24295540995739362,0.3868266614680418,-0.4114180491138921,0.15959072076196293
227,NA,NA,recent,3.6,3.6,3,3.4,3.9,1.9,3.142857142857143,4.142857142857143,3.75,6.142857142857143,4.5,1.6,1.1,1.9,1,0.6332609444116276,-0.09538665056063965,1.9519312270626776,-1.025794184863464,-0.8946071389191713
228,NA,NA,recent,3.7,3.3,3.1,3.4,4.2,3.6,3.857142857142857,3.7142857142857144,3.25,3.142857142857143,3,1.8,1,1.9,1,-0.26681294947219425,-0.5465093979180173,-0.3957256213292765,-0.4114180491138921,-1.3464062216396577
229,NA,NA,not recent,3.4,3.8,3.2,3.1,3.1,2.6,4.142857142857143,5.857142857142857,4.75,1.8571428571428572,2,2,1.4,1.8,1.9,-0.8668622120614088,0.8068588441541157,-1.4018642706401139,-0.16566759481406318,0.9125891919627723
230,NA,NA,not recent,3.3,4,3.3,3.7,3.8,3.8,4.857142857142857,2.857142857142857,3.125,4.428571428571429,1.75,1.9,1.1,2,1.2,-1.0168745277087126,-0.6592900847573617,0.610413027981561,0.4487085409355078,-2.25000438708063
231,NA,NA,not recent,4,2.7,2.7,3.2,3.4,2.2,2.857142857142857,4.428571428571429,4.5,4.857142857142857,2.25,1,1,1,1,-0.7168498964141051,0.5812974704754269,0.9457925777518398,-1.2715446391632925,-0.5934077504388474
232,NA,NA,not recent,3,4.4,2.4,4.2,4.8,3.6,5.285714285714286,5.285714285714286,4.75,4,3.5,1,1,1.1,1.1,0.033211681822413054,0.8068588441541157,0.27503347821128177,0.8173342223852511,0.3101904150021244
234,NA,NA,not recent,3.8,3.6,4.2,3.1,3.6,2.9,5.428571428571429,6,4.875,5,3.75,3.2,1.7,3,2.1,0.1832239974697167,0.9196395309934602,1.0575857610085997,0.9402094495351657,1.0631888862029348
235,NA,NA,recent,4.5,3.5,1.9,4,4,2.7,1.8571428571428572,1.8571428571428572,2.375,3.857142857142857,3.5,1,1,1,1,0.033211681822413054,-1.3359742057934283,0.16324029495452214,-2.1316712292126927,-3.3042022467617644
236,NA,NA,not recent,4.3,2.6,3.1,3.9,4.7,2.5,5.857142857142857,5.285714285714286,4.375,2.142857142857143,1.25,2.5,1.5,2.4,1.6,-1.3168991590033197,0.46851678363608246,-1.1782779041265945,1.3088351309849082,0.3101904150021244
237,NA,NA,recent,3.5,3.5,2.7,2.5,3.9,3.4,5,6.571428571428571,4,5.571428571428571,4.25,3.7,3.2,3.9,4.2,0.483248628764324,0.1301747231180492,1.5047584940356384,0.57158376808542255,1.6655876631635826
238,NA,NA,not recent,2.5,3.5,3,3.4,3.7,3.8,3.5714285714285716,4.857142857142857,3.375,4,3,1.4,1,1,1,-0.26681294947219425,-0.4337287110786729,0.27503347821128177,-0.6571685034137207,-0.14160866771836197
239,NA,NA,recent,3.2,4.2,2.8,2.4,4.1,3.4,4,5.857142857142857,4.625,1.7142857142857142,4.25,1.7,1,2,1,0.483248628764324,0.6940781573147713,-1.5136574538968737,-0.28854282196397785,0.9125891919627723
240,NA,NA,not recent,2.9,4.5,4.3,3.4,3.6,2.2,4.714285714285714,6.285714285714286,3.375,3.7142857142857144,2.5,2.6,1,3.1,1,-0.5668375807668016,-0.4337287110786729,0.05144711169776247,0.32583331378559394,1.3643882746832587
241,NA,NA,recent,3.6,4,3.8,3.4,4.2,2.4,5.714285714285714,5.857142857142857,2.875,3.5714285714285716,5.25,1.5,1,1.5,1.2,1.0832978913535385,-0.8848514584360506,-0.06034607155899718,1.1859599038349944,0.9125891919627723
242,NA,NA,not recent,3.1,4.1,4.2,3.6,4.5,3,5,5.571428571428571,3.25,3.2857142857142856,1.5,1,1,1,1,-1.1668868433560162,-0.5465093979180173,-0.28393243807251684,0.57158376808542255,0.6113898034824484
243,NA,NA,recent,3.6,2.9,2.9,2.7,2.9,2.3,5.142857142857143,6,4.25,2.5714285714285716,5.75,4.8,1.1,5,1.3,1.3833225226481458,0.355736096796738,-0.8428983543563151,0.6944589952353372,1.0631888862029348
244,NA,NA,recent,3.6,2.9,2.4,2.8,4,2.7,4.428571428571429,5.285714285714286,3.875,5.285714285714286,3.25,2.6,3.3,3.4,4,-0.11680063382489059,0.01739403627870477,1.281172127522119,0.08008285948576539,0.3101904150021244
245,NA,NA,not recent,3.8,3.6,4.7,3,2.4,3.5,4.857142857142857,5.571428571428571,4.25,4.714285714285714,1.5,1,1,1.1,1,-1.1668868433560162,0.355736096796738,0.8339993944950804,0.4487085409355078,0.6113898034824484
246,NA,NA,not recent,3,3.8,3.3,4.6,4.6,3.6,5.714285714285714,5.714285714285714,5.75,3.857142857142857,4.5,3.4,1.1,3.8,2.6,0.6332609444116276,1.7091043388688711,0.16324029495452214,1.1859599038349944,0.7619894977226108
247,NA,NA,recent,3.2,4.1,2.7,4.3,4.2,3.5,5,3.857142857142857,2.125,5,5.25,1,1,1.2,1.2,1.0832978913535385,-1.561535579472117,1.0575857610085997,0.57158376808542255,-1.1958065273994958
248,NA,NA,not recent,3.1,3.3,3.1,3.1,4,3.7,4,5.857142857142857,3.625,2,3,1,1,1,1,-0.26681294947219425,-0.20816733739998408,-1.290071087383354,-0.28854282196397785,0.9125891919627723
249,NA,NA,recent,3.8,4.2,3.4,3.8,4.5,1.1,3.5714285714285716,4,3.125,3.2857142857142856,7,1.6,1,1.3,1,2.133384100884664,-0.6592900847573617,-0.28393243807251684,-0.6571685034137207,-1.0452068331593338
250,NA,NA,not recent,3.1,3.9,1.8,3.9,4.9,4.2,2.857142857142857,2.5714285714285716,1.875,1,1,2,2.1,1.6,1.9,-1.4669114746506233,-1.787096953150806,-2.072623370180672,-1.2715446391632925,-2.551203775560954
251,NA,NA,not recent,1.3,3.8,2.5,3.5,3.8,3.6,2.857142857142857,4.285714285714286,3.375,2.5714285714285716,2.25,2.3,1.1,2.4,1.2,-0.7168498964141051,-0.4337287110786729,-0.8428983543563151,-1.2715446391632925,-0.7440074446790098
252,NA,NA,recent,4.3,3.3,3.9,3.4,3.6,2.6,5.714285714285714,5.142857142857143,4.5,3.857142857142857,3.5,3.8,1.1,3.9,1.5,0.033211681822413054,0.5812974704754269,0.16324029495452214,1.1859599038349944,0.15959072076196293
253,NA,NA,recent,3,3.4,2.9,2.4,4.1,2.7,5.142857142857143,5.428571428571429,3.5,5.714285714285714,6,2.1,1.1,2.4,2.4,1.5333348382954495,-0.3209480242393285,1.6165516772923985,0.6944589952353372,0.46079010924228686
254,NA,NA,recent,3,3.5,3.9,3.6,2.6,3.3,5.714285714285714,6.714285714285714,4.125,6,4.25,1,1,1,1,0.483248628764324,0.24295540995739362,1.8401380438059176,1.1859599038349944,1.816187357403745
255,NA,NA,not recent,3.4,3.7,3,3.3,4.2,2.3,2.4285714285714284,3.857142857142857,2,5.142857142857143,4.5,1.4,1,1.3,1,0.6332609444116276,-1.6743162663114615,1.1693789442653597,-1.6401703206130356,-1.1958065273994958
256,NA,NA,not recent,4.4,3.4,2.9,4.3,3.4,3.1,3.857142857142857,5,1.875,2.7142857142857144,1.5,1,1,1,1,-1.1668868433560162,-1.787096953150806,-0.7311051710995555,-0.4114180491138921,0.008991026521800477
257,NA,NA,recent,2.6,4.4,2.9,4,4.6,1.7,3.7142857142857144,5.571428571428571,3.5,3.5714285714285716,4.75,1.8,1,2.3,1.5,0.7832732600589313,-0.3209480242393285,-0.06034607155899718,-0.5342932762638064,0.6113898034824484
258,NA,NA,not recent,3.6,3.1,2.8,2.5,3.7,2.1,3.142857142857143,5.142857142857143,2.375,1,2.5,5,3.1,4.3,3.3,-0.5668375807668016,-1.3359742057934283,-2.072623370180672,-1.025794184863464,0.15959072076196293
259,NA,NA,recent,3.1,3.5,3.2,2.9,4.5,2.2,5.571428571428571,5.142857142857143,3.625,5,4,1.2,1.2,1.3,1.2,0.33323631311702034,-0.20816733739998408,1.0575857610085997,1.0630846766850797,0.15959072076196293
260,NA,NA,recent,3.8,4.1,3.3,4.1,3,4.5,2,3.142857142857143,2,1.7142857142857142,4.25,1.1,1,1.3,1,0.483248628764324,-1.6743162663114615,-1.5136574538968737,-2.0087960020627786,-1.9488049986003062
261,NA,NA,not recent,3.2,3.1,4.2,4.1,3.7,3.2,4.428571428571429,4.571428571428571,3,3.2857142857142856,1.75,1,1,1.1,1.3,-1.0168745277087126,-0.7720707715967062,-0.28393243807251684,0.08008285948576539,-0.4428080561986859
262,NA,NA,not recent,3.3,4.1,4.2,3.9,4.2,3,6.285714285714286,5.571428571428571,3.75,5.714285714285714,1.5,1.7,1.1,2.7,1.5,-1.1668868433560162,-0.09538665056063965,1.6165516772923985,1.6774608124346515,0.6113898034824484
